data_ocorrencia,hora_ocorrencia,regiao_administrativa,tipo_crime,descricao_crime,sexo_vitima,idade_vitima,arma_utilizada,status
2023-01-27,03:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,29,Não,registrado
2023-01-18,07:30,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,em investigação
2023-01-08,05:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,59,Não,em investigação
2023-01-11,08:15,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,26,Não,registrado
2023-01-21,20:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,em investigação
2023-01-01,14:15,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,25,Não,registrado
2023-01-08,04:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,39,Não,registrado
2023-01-01,19:15,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,arquivado
2023-01-15,08:30,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,49,Não,registrado
2023-01-24,19:15,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,52,Não,registrado
2023-01-03,04:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,registrado
2023-01-05,22:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,43,Não,em investigação
2023-01-12,18:30,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,registrado
2023-01-18,14:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,registrado
2023-01-11,20:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,48,Não,em investigação
2023-01-27,09:30,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,arquivado
2023-01-05,05:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,registrado
2023-01-05,10:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,registrado
2023-01-30,10:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,32,Não,registrado
2023-01-20,16:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,em investigação
2023-01-10,11:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,em investigação
2023-01-28,18:15,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,26,Não,em investigação
2023-01-03,10:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,arquivado
2023-01-31,03:45,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,60,Não,arquivado
2023-01-20,20:00,São Sebastião,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,em investigação
2023-01-27,09:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,32,Não,registrado
2023-01-10,13:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,46,Não,registrado
2023-01-21,17:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,58,Não,registrado
2023-01-26,19:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,54,Não,em investigação
2023-01-17,21:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,15,Não,registrado
2023-01-18,22:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,62,Não,registrado
2023-01-19,10:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,45,Não,arquivado
2023-01-30,03:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,59,Não,em investigação
2023-01-17,22:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,66,Não,em investigação
2023-01-02,22:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,64,Não,registrado
2023-01-17,14:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,36,Não,em investigação
2023-01-03,17:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,32,Não,em investigação
2023-01-06,10:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,19,Não,registrado
2023-01-10,07:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,62,Não,registrado
2023-01-05,11:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,39,Não,em investigação
2023-01-11,04:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,51,Não,em investigação
2023-01-04,20:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,16,Não,arquivado
2023-01-06,17:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,30,Não,registrado
2023-01-31,06:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,50,Não,registrado
2023-01-06,19:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,27,Não,arquivado
2023-01-10,21:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,24,Não,registrado
2023-01-13,08:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,29,Não,registrado
2023-01-02,03:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,25,Não,registrado
2023-01-04,16:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,36,Não,registrado
2023-01-16,06:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,46,Não,registrado
2023-01-21,11:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,33,Não,registrado
2023-01-15,18:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,16,Não,em investigação
2023-01-12,09:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,65,Não,registrado
2023-01-09,14:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,37,Não,registrado
2023-01-26,15:30,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,34,Não,em investigação
2023-01-10,02:15,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,61,Não,arquivado
2023-01-22,20:00,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Feminino,51,Não,registrado
2023-01-02,04:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,31,Não,em investigação
2023-01-22,23:45,São Sebastião,LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO,Veículo abandonado e recuperado.,Masculino,49,Não,registrado
2023-01-08,17:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,50,Não,em investigação
2023-01-11,10:30,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-02,15:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,69,Não,em investigação
2023-01-18,12:45,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,49,Não,em investigação
2023-01-06,10:30,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,51,Não,registrado
2023-01-05,11:45,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,67,Não,em investigação
2023-01-18,09:30,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,58,Não,arquivado
2023-01-14,14:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,37,Não,registrado
2023-01-18,22:00,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,63,Não,em investigação
2023-01-27,21:45,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,67,Não,registrado
2023-01-01,13:45,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,57,Não,registrado
2023-01-19,23:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,53,Não,arquivado
2023-01-13,10:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,21,Não,registrado
2023-01-29,08:00,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,47,Não,em investigação
2023-01-31,15:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-26,21:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,25,Não,registrado
2023-01-29,15:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,22,Não,em investigação
2023-01-07,13:45,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,36,Não,registrado
2023-01-30,13:00,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,45,Não,arquivado
2023-01-28,18:15,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,58,Não,em investigação
2023-01-29,07:00,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Feminino,24,Não,registrado
2023-01-24,00:30,São Sebastião,POSSE/PORTE DE ARMA,Ocorrência registrada.,Masculino,41,Não,registrado
2023-01-05,16:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,45,Não,registrado
2023-01-09,10:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,70,Sim,arquivado
2023-01-20,07:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,64,Não,em investigação
2023-01-07,11:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,30,Não,em investigação
2023-01-31,13:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,58,Sim,em investigação
2023-01-06,06:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,63,Não,em investigação
2023-01-29,12:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,28,Não,registrado
2023-01-07,10:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,24,Sim,em investigação
2023-01-04,20:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,66,Não,registrado
2023-01-17,04:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,35,Não,registrado
2023-01-27,19:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,65,Não,registrado
2023-01-06,15:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,46,Não,registrado
2023-01-27,04:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,28,Sim,registrado
2023-01-05,20:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,48,Sim,em investigação
2023-01-29,16:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,35,Não,em investigação
2023-01-03,10:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,23,Sim,em investigação
2023-01-05,20:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,46,Sim,registrado
2023-01-25,10:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,20,Sim,arquivado
2023-01-08,17:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,24,Sim,em investigação
2023-01-24,01:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,23,Sim,arquivado
2023-01-21,17:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,57,Não,em investigação
2023-01-18,16:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,61,Não,em investigação
2023-01-30,00:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,39,Não,em investigação
2023-01-19,15:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,17,Não,em investigação
2023-01-31,19:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,42,Não,registrado
2023-01-14,14:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,15,Não,registrado
2023-01-07,22:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,24,Sim,registrado
2023-01-17,05:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,23,Não,registrado
2023-01-08,21:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,48,Não,em investigação
2023-01-12,19:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,20,Não,registrado
2023-01-10,03:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,62,Não,arquivado
2023-01-24,18:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,42,Não,registrado
2023-01-24,00:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,34,Não,registrado
2023-01-14,02:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,42,Não,em investigação
2023-01-31,08:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,30,Sim,em investigação
2023-01-29,16:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,38,Sim,arquivado
2023-01-01,00:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,67,Não,arquivado
2023-01-17,22:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,56,Sim,registrado
2023-01-19,21:30,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Feminino,24,Não,em investigação
2023-01-05,04:15,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,30,Não,em investigação
2023-01-27,01:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,37,Não,registrado
2023-01-04,03:00,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,16,Sim,registrado
2023-01-01,22:45,São Sebastião,ROUBO EM COMÉRCIO *,Assalto com arma de fogo em estabelecimento comercial.,Masculino,44,Não,arquivado
2023-01-22,04:00,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,31,Não,em investigação
2023-01-22,04:00,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,44,Não,em investigação
2023-01-29,23:15,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,59,Não,arquivado
2023-01-17,08:30,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,51,Não,em investigação
2023-01-12,14:30,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,66,Não,registrado
2023-01-10,22:15,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,37,Sim,registrado
2023-01-10,17:00,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,59,Não,em investigação
2023-01-04,13:30,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,57,Não,registrado
2023-01-28,09:30,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,19,Sim,registrado
2023-01-26,14:45,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,40,Sim,registrado
2023-01-18,20:45,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,49,Não,em investigação
2023-01-29,18:00,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Masculino,20,Não,registrado
2023-01-06,13:30,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,27,Não,em investigação
2023-01-12,08:45,São Sebastião,ROUBO EM RESIDÊNCIA,Ocorrência registrada.,Feminino,45,Não,registrado
2023-01-12,22:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-04,14:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,19,Não,registrado
2023-01-30,18:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,48,Não,arquivado
2023-01-10,08:15,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,15,Não,registrado
2023-01-14,14:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,55,Não,registrado
2023-01-08,03:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,49,Não,arquivado
2023-01-22,01:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,25,Não,registrado
2023-01-04,23:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,53,Não,arquivado
2023-01-24,10:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,17,Não,registrado
2023-01-16,04:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,24,Não,registrado
2023-01-27,08:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,56,Não,registrado
2023-01-11,05:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,60,Não,registrado
2023-01-12,16:30,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,58,Não,em investigação
2023-01-12,09:30,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,34,Não,registrado
2023-01-10,21:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,25,Não,registrado
2023-01-29,08:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,35,Não,arquivado
2023-01-31,02:30,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,17,Não,registrado
2023-01-29,13:30,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,59,Não,registrado
2023-01-17,09:15,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,31,Não,em investigação
2023-01-20,16:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,64,Não,em investigação
2023-01-04,23:00,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,22,Não,em investigação
2023-01-10,21:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,66,Não,arquivado
2023-01-20,00:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Masculino,17,Não,em investigação
2023-01-22,10:45,São Sebastião,TENTATIVA DE HOMICÍDIO,Ocorrência registrada.,Feminino,64,Não,registrado
2023-01-12,23:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,60,Não,em investigação
2023-01-20,03:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,48,Não,em investigação
2023-01-27,10:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,56,Não,em investigação
2023-01-30,23:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,62,Não,arquivado
2023-01-15,20:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,65,Não,em investigação
2023-01-11,21:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,15,Não,arquivado
2023-01-02,01:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,46,Não,registrado
2023-01-30,12:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,32,Não,em investigação
2023-01-19,22:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,23,Não,registrado
2023-01-22,09:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,49,Não,registrado
2023-01-11,12:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,40,Não,registrado
2023-01-17,21:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,48,Não,em investigação
2023-01-26,09:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,54,Não,arquivado
2023-01-07,10:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,31,Não,registrado
2023-01-10,05:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,17,Não,registrado
2023-01-24,08:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,64,Não,registrado
2023-01-20,01:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,40,Não,em investigação
2023-01-11,16:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,62,Não,registrado
2023-01-28,15:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,56,Não,registrado
2023-01-15,13:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,35,Não,em investigação
2023-01-07,22:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,57,Não,em investigação
2023-01-06,12:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,29,Não,registrado
2023-01-04,10:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,35,Não,em investigação
2023-01-02,02:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,59,Não,em investigação
2023-01-13,16:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,19,Não,registrado
2023-01-30,20:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,57,Não,em investigação
2023-01-13,15:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,38,Não,registrado
2023-01-04,14:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,50,Não,arquivado
2023-01-10,17:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,38,Não,em investigação
2023-01-27,07:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,57,Não,registrado
2023-01-08,10:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,19,Não,em investigação
2023-01-10,04:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,68,Não,registrado
2023-01-12,04:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,40,Não,registrado
2023-01-22,00:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,59,Não,registrado
2023-01-03,08:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,23,Não,em investigação
2023-01-20,03:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,26,Não,em investigação
2023-01-30,11:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,55,Não,arquivado
2023-01-14,19:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,40,Não,registrado
2023-01-17,07:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,42,Não,em investigação
2023-01-11,05:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,51,Não,registrado
2023-01-19,02:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,60,Não,em investigação
2023-01-22,07:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,26,Não,em investigação
2023-01-25,02:15,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,30,Não,registrado
2023-01-09,22:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,19,Não,registrado
2023-01-08,22:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,32,Não,em investigação
2023-01-24,07:45,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,42,Não,registrado
2023-01-03,03:30,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Masculino,27,Não,registrado
2023-01-05,22:00,São Sebastião,TRÁFICO DE DROGAS,Ocorrência registrada.,Feminino,29,Não,em investigação
